,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1983-11-06,9.34,163.584,8.5,,101.1,101.9
1983-11-13,,163.66799999999998,,,,
1983-11-20,,165.848,,,,
1983-11-27,,166.7575,,,,
1983-12-04,9.47,166.576,8.3,,101.4,102.2
1983-12-11,,165.488,,,,
1983-12-18,,163.58800000000002,,,,
1983-12-25,,162.874,,,,
1984-01-01,9.56,164.9725,8.0,3908.054,102.1,102.6
1984-01-08,,167.2275,,,,
1984-01-15,,167.882,,,,
1984-01-22,,167.162,,,,
1984-01-29,,164.76600000000002,,,,
1984-02-05,9.59,162.658,7.8,,102.6,102.9
1984-02-12,,156.878,,,,
1984-02-19,,155.936,,,,
1984-02-26,,155.1875,,,,
1984-03-04,9.91,158.122,7.8,,102.9,103.4
1984-03-11,,155.65,,,,
1984-03-18,,157.31400000000002,,,,
1984-03-25,,157.77,,,,
1984-04-01,10.29,158.51,7.7,4009.601,103.3,104.1
1984-04-08,,156.73999999999998,,,,
1984-04-15,,156.272,,,,
1984-04-22,,158.3025,,,,
1984-04-29,,158.74200000000002,,,,
1984-05-06,10.32,160.788,7.4,,103.5,104.4
1984-05-13,,159.71800000000002,,,,
1984-05-20,,157.168,,,,
1984-05-27,,152.922,,,,
1984-06-03,11.06,151.10750000000002,7.2,,103.7,104.9
1984-06-10,,154.618,,,,
1984-06-17,,151.35999999999999,,,,
1984-06-24,,153.632,,,,
1984-07-01,11.23,152.868,7.5,4084.25,104.1,105.5
1984-07-08,,152.975,,,,
1984-07-15,,151.544,,,,
1984-07-22,,151.06,,,,
1984-07-29,,149.374,,,,
1984-08-05,11.64,155.054,7.5,,104.4,106.1
1984-08-12,,163.60399999999998,,,,
1984-08-19,,164.112,,,,
1984-08-26,,166.892,,,,
1984-09-02,11.3,166.844,7.3,,104.7,106.6
1984-09-09,,164.7975,,,,
1984-09-16,,166.022,,,,
1984-09-23,,167.32,,,,
1984-09-30,,166.048,,,,
1984-10-07,9.99,163.25,7.4,4148.551,105.1,107.2
1984-10-14,,162.574,,,,
1984-10-21,,166.15,,,,
1984-10-28,,166.65,,,,
1984-11-04,9.43,166.524,7.2,,105.3,107.6
1984-11-11,,168.888,,,,
1984-11-18,,165.862,,,,
1984-11-25,,164.68,,,,
1984-12-02,8.38,164.87,7.3,,105.5,108.2
1984-12-09,,162.664,,,,
1984-12-16,,162.606,,,,
1984-12-23,,166.154,,,,
1984-12-30,,166.31,,,,
1985-01-06,8.35,165.215,7.3,4230.168,105.7,108.6
1985-01-13,,165.926,,,,
1985-01-20,,170.91199999999998,,,,
1985-01-27,,176.414,,,,
1985-02-03,8.5,178.846,7.2,,106.3,109.2
1985-02-10,,181.07999999999998,,,,
1985-02-17,,181.68599999999998,,,,
1985-02-24,,180.51500000000001,,,,
1985-03-03,8.58,181.10399999999998,7.2,,106.8,109.5
1985-03-10,,180.70999999999998,,,,
1985-03-17,,178.202,,,,
1985-03-24,,178.778,,,,
1985-03-31,,179.228,,,,
1985-04-07,8.27,179.985,7.3,4294.887,107.0,110.0
1985-04-14,,179.278,,,,
1985-04-21,,181.15,,,,
1985-04-28,,182.09,,,,
1985-05-05,7.97,179.584,7.2,,107.2,110.9
1985-05-12,,181.51399999999998,,,,
1985-05-19,,185.22,,,,
1985-05-26,,188.762,,,,
